symbol,entry_time,exit_time,side,entry,exit,size,notional,commission,slippage,funding,bars_held,exit_reason,soft_sl,hard_sl,risk_pct,risk_mult,risk_reasons,pnl
ETH/USDT,2025-12-12 20:00:00,2025-12-13 00:00:00,short,3071.94,3066.71,1.295175,3975.31,3.1803,5.963,0.1988,1,soft_sl,3066.7125,3144.27,0.03888,0.972,daily:aligned|obv:against,-2.57
ETH/USDT,2025-12-15 20:00:00,2025-12-16 00:00:00,short,2938.68,2918.7,1.720928,5040.07,4.0321,7.5601,0.252,1,soft_sl,2918.705,2986.77,0.04536,1.134,daily:aligned|obv:aligned,22.53
ETH/USDT,2025-12-18 00:00:00,2025-12-18 04:00:00,short,2831.99,2821.9,1.460956,4130.04,3.304,6.1951,0.0757,1,soft_sl,2821.9005,2889.8,0.03825,0.956,market:trend|adx:strong|daily:aligned|obv:aligned|funding_window|daily_close,5.17
ETH/USDT,2025-12-19 00:00:00,2025-12-19 04:00:00,short,2827.32,2809.33,1.283041,3616.02,2.8928,5.424,0.1808,1,soft_sl,2809.3255,2883.05,0.03644,0.911,adx:trend|daily:aligned|obv:aligned|funding_window|daily_close,14.59
BNB/USDT,2025-12-19 00:00:00,2025-12-19 04:00:00,short,830.25,823.59,4.065446,3361.81,2.6894,5.0427,0.1681,1,soft_sl,823.5945,838.44,0.02325,0.868,daily:aligned|obv:aligned|funding_window|daily_close,19.16
ETH/USDT,2025-12-23 20:00:00,2025-12-24 00:00:00,short,2942.71,2939.72,1.967342,5786.37,4.6291,8.6796,0.2893,1,soft_sl,2939.718,2991.36,0.03888,0.972,daily:aligned|obv:against,-7.71
SOL/USDT,2026-01-14 04:00:00,2026-01-14 08:00:00,long,146.21,146.38,46.446214,6794.85,5.4359,10.1923,0.3397,1,soft_sl,146.38,143.57,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned,-8.07
SOL/USDT,2026-01-29 20:00:00,2026-01-30 00:00:00,short,116.75,116.5,46.252379,5394.26,4.3154,8.0914,0.2697,1,soft_sl,116.5035,119.01,0.04453,1.113,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:cold_short,-1.28
ETH/USDT,2026-01-29 20:00:00,2026-01-30 00:00:00,short,2796.53,2789.28,1.348905,3767.36,3.0139,5.651,0.1884,1,soft_sl,2789.2795,2847.97,0.03039,1.134,daily:aligned|obv:aligned,0.93
SOL/USDT,2026-01-30 08:00:00,2026-01-30 12:00:00,short,115.72,114.75,42.799046,4931.97,3.9456,7.398,0.2466,1,soft_sl,114.751,117.49,0.045,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|funding_window,29.88
ETH/USDT,2026-01-30 08:00:00,2026-01-30 12:00:00,short,2738.43,2712.56,1.205105,3284.51,2.6276,4.9268,0.1642,1,soft_sl,2712.5645,2777.73,0.03015,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,23.45
BNB/USDT,2026-02-05 00:00:00,2026-02-05 04:00:00,short,697.48,692.06,3.649313,2535.43,2.0283,3.8031,0.0,1,soft_sl,692.057,713.11,0.0292,0.73,adx:strong|daily:aligned|obv:aligned|vol:elevated|rsi:cold_short|funding_window|daily_close,13.96
ETH/USDT,2026-02-11 12:00:00,2026-02-11 16:00:00,short,1952.32,1908.88,1.776288,3429.31,2.7434,5.144,0.4227,1,soft_sl,1908.885,1969.53,0.04082,1.021,daily:aligned|obv:aligned|vol:elevated,68.84
BNB/USDT,2026-02-11 12:00:00,2026-02-11 16:00:00,short,592.58,588.98,5.070683,2995.67,2.3965,4.4935,0.0,1,soft_sl,588.9845,603.77,0.02842,1.06,adx:strong|daily:aligned|obv:aligned|rsi:cold_short,11.34
SOL/USDT,2026-02-11 20:00:00,2026-02-12 00:00:00,short,79.66,78.75,44.216535,3502.18,2.8017,5.2533,0.6738,1,soft_sl,78.7505,81.47,0.04491,1.123,adx:strong|daily:aligned|obv:aligned|vol:elevated,31.49
ETH/USDT,2026-02-11 20:00:00,2026-02-12 00:00:00,short,1951.26,1932.87,1.15309,2239.37,1.7915,3.3591,0.0571,1,soft_sl,1932.866,1996.4,0.02735,1.021,daily:aligned|obv:aligned|vol:elevated,16.0
SOL/USDT,2026-02-13 00:00:00,2026-02-13 04:00:00,short,78.37,77.62,37.369767,2914.69,2.3318,4.372,0.1172,1,soft_sl,77.622,80.11,0.03435,0.859,adx:strong|daily:aligned|obv:aligned|vol:elevated|funding_window|daily_close,21.13
ETH/USDT,2026-02-23 08:00:00,2026-02-23 12:00:00,short,1884.13,1876.88,3.426042,6442.69,5.1542,9.664,0.3221,1,soft_sl,1876.8795,1910.82,0.04287,1.072,adx:trend|daily:aligned|obv:aligned|funding_window,9.7
SOL/USDT,2026-02-24 08:00:00,2026-02-24 12:00:00,short,76.8,76.01,65.68506,5018.65,4.0149,7.528,0.2509,1,soft_sl,76.0095,77.87,0.045,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|funding_window,40.13
ETH/USDT,2026-02-24 08:00:00,2026-02-24 12:00:00,short,1824.63,1814.88,2.183502,3973.44,3.1788,5.9602,0.1987,1,soft_sl,1814.8805,1852.41,0.03015,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|funding_window,11.95
BNB/USDT,2026-03-18 20:00:00,2026-03-19 00:00:00,short,647.67,644.36,14.319497,9250.63,7.4005,13.876,0.4761,1,soft_sl,644.3635,653.94,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned,25.59
SOL/USDT,2026-03-19 20:00:00,2026-03-20 00:00:00,short,88.67,88.36,67.666411,5989.63,4.7917,8.9844,0.2995,1,soft_sl,88.364,90.4,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned,6.63
ETH/USDT,2026-03-19 20:00:00,2026-03-20 00:00:00,short,2139.99,2130.96,1.766664,3772.67,3.0181,5.659,0.1886,1,soft_sl,2130.963,2183.23,0.0335,1.25,market:trend|adx:strong|daily:aligned|obv:aligned,7.08
SOL/USDT,2026-03-23 04:00:00,2026-03-23 08:00:00,short,86.37,85.21,85.585921,7342.22,5.8738,11.0133,0.3671,1,soft_sl,85.2055,86.82,0.0499,1.247,adx:strong|daily:aligned|obv:aligned,82.41
SOL/USDT,2026-03-27 16:00:00,2026-03-27 20:00:00,short,83.25,81.98,68.095411,5625.82,4.5007,8.4387,0.2813,1,soft_sl,81.9835,83.84,0.045,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,73.02
ETH/USDT,2026-03-27 16:00:00,2026-03-27 20:00:00,short,1990.11,1975.88,1.946896,3860.69,3.0885,5.791,0.193,1,soft_sl,1975.881,2019.31,0.03015,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,18.63
BNB/USDT,2026-04-02 08:00:00,2026-04-02 12:00:00,short,592.07,579.6,15.181908,8894.1,7.1153,13.3411,0.0,1,soft_sl,579.6005,588.05,0.045,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|funding_window,168.85
ETH/USDT,2026-04-12 00:00:00,2026-04-12 00:00:00,long,2283.86,2206.89,2.037616,4575.21,3.6602,6.8628,0.2288,1,soft_sl,2206.89,2168.4,0.02672,0.668,adx:strong|daily:aligned|obv:aligned|weekend|funding_window|daily_close,-167.59
ETH/USDT,2026-04-14 04:00:00,2026-04-14 08:00:00,long,2364.69,2385.35,3.209465,7622.55,6.098,11.4338,0.3811,1,soft_sl,2385.3535,2340.94,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned,48.41
ETH/USDT,2026-04-17 20:00:00,2026-04-18 00:00:00,long,2426.48,2439.37,3.066808,7461.32,5.9691,11.192,0.3731,1,soft_sl,2439.3745,2394.72,0.04763,1.191,adx:trend|daily:aligned|obv:aligned,22.01
BNB/USDT,2026-04-17 20:00:00,2026-04-18 00:00:00,long,641.84,644.69,12.613047,8113.52,6.4908,12.1703,0.4057,1,soft_sl,644.6875,637.05,0.0335,1.25,market:trend|adx:strong|daily:aligned|obv:aligned,16.85
